Airline,Date_of_Journey,Source,Dep_Time,Destination,Class,Price
SpiceJet,21/06/2019,Mumbai,05:45,Hyderabad,0,2647
Jet Airways,6/06/2019,Delhi,20:55,Cochin,0,14714
Air India,6/03/2019,Delhi,20:30,Cochin,0,10566
Jet Airways,15/06/2019,Delhi,11:30,Cochin,0,10262
Multiple carriers,21/03/2019,Delhi,10:00,Cochin,0,8098
Multiple carriers,27/03/2019,Delhi,10:00,Cochin,0,6883
Multiple carriers,15/06/2019,Delhi,10:00,Cochin,0,16108
SpiceJet,18/03/2019,Kolkata,17:15,Banglore,0,4413
Jet Airways,1/06/2019,Delhi,14:35,Cochin,0,10919
IndiGo,9/05/2019,Kolkata,21:25,Banglore,0,4804
Jet Airways,6/06/2019,Kolkata,20:25,Banglore,0,10539
IndiGo,09/03/2019,Banglore,22:20,New Delhi,0,4377
Air India,6/06/2019,Banglore,06:10,Delhi,0,6961
Multiple carriers,27/05/2019,Delhi,13:00,Cochin,0,7408
IndiGo,9/05/2019,Banglore,18:55,Delhi,0,4823
IndiGo,21/03/2019,Kolkata,14:20,Banglore,0,5198
Jet Airways,1/06/2019,Delhi,17:30,Cochin,0,10262
Vistara,27/04/2019,Banglore,17:00,Delhi,0,5613
Jet Airways,12/06/2019,Delhi,20:55,Cochin,0,10262
IndiGo,3/05/2019,Mumbai,09:10,Hyderabad,0,5755
Vistara,21/05/2019,Chennai,07:05,Kolkata,0,3687
Jet Airways,3/06/2019,Mumbai,19:35,Hyderabad,0,5678
Multiple carriers,21/03/2019,Delhi,18:15,Cochin,0,13542
Jet Airways,21/03/2019,Delhi,19:15,Cochin,0,12347
Jet Airways,21/05/2019,Kolkata,09:35,Banglore,0,12384
Jet Airways,9/04/2019,Delhi,05:30,Cochin,0,10909
IndiGo,3/06/2019,Banglore,16:55,Delhi,0,4823
IndiGo,12/06/2019,Delhi,16:00,Cochin,0,6069
Jet Airways,21/05/2019,Delhi,16:00,Cochin,0,12898
IndiGo,15/06/2019,Kolkata,04:40,Banglore,0,4804
Jet Airways,24/03/2019,Kolkata,08:25,Banglore,0,10031
IndiGo,9/06/2019,Delhi,07:35,Cochin,0,6442
Air India,21/05/2019,Delhi,12:00,Cochin,0,9653
Vistara,9/06/2019,Kolkata,17:00,Banglore,0,8610
Jet Airways,12/06/2019,Delhi,14:00,Cochin,0,14714
Air India,01/03/2019,Banglore,00:30,New Delhi,0,12599
Multiple carriers,9/05/2019,Delhi,04:55,Cochin,0,9103
Jet Airways,21/05/2019,Delhi,22:50,Cochin,0,12898
SpiceJet,6/06/2019,Mumbai,05:45,Hyderabad,0,2647
Jet Airways,3/03/2019,Mumbai,07:10,Hyderabad,0,5678
Jet Airways,18/05/2019,Delhi,19:15,Cochin,0,12373
SpiceJet,27/03/2019,Kolkata,17:15,Banglore,0,3847
Jet Airways,21/05/2019,Kolkata,17:00,Banglore,0,14151
Jet Airways,6/03/2019,Delhi,08:00,Cochin,0,13843
Jet Airways,18/05/2019,Banglore,15:15,Delhi,0,7229
Jet Airways,18/06/2019,Mumbai,02:55,Hyderabad,0,4995
Jet Airways,6/06/2019,Delhi,20:55,Cochin,0,10262
Jet Airways,9/05/2019,Delhi,05:30,Cochin,0,13029
Jet Airways,9/03/2019,Delhi,19:15,Cochin,0,14053
Jet Airways,01/03/2019,Banglore,16:55,New Delhi,0,26890
SpiceJet,1/04/2019,Kolkata,17:10,Banglore,0,3841
Air India,01/03/2019,Banglore,10:30,New Delhi,0,11003
Vistara,9/04/2019,Banglore,11:30,Delhi,0,5403
Multiple carriers,3/03/2019,Delhi,08:00,Cochin,0,15342
Air India,12/06/2019,Kolkata,20:30,Banglore,0,12224
IndiGo,15/03/2019,Chennai,19:35,Kolkata,0,6297
SpiceJet,1/05/2019,Kolkata,15:55,Banglore,0,8844
Multiple carriers,1/06/2019,Delhi,14:00,Cochin,0,13377
GoAir,09/03/2019,Banglore,20:55,New Delhi,0,5706
Air India,12/06/2019,Delhi,21:00,Cochin,0,8372
IndiGo,27/05/2019,Delhi,06:40,Cochin,0,6526
IndiGo,1/06/2019,Banglore,16:55,Delhi,0,4823
IndiGo,24/06/2019,Mumbai,16:55,Hyderabad,0,3175
Multiple carriers,6/05/2019,Delhi,09:00,Cochin,0,10407
IndiGo,18/04/2019,Banglore,04:00,Delhi,0,4423
Vistara,9/05/2019,Kolkata,17:00,Banglore,0,9555
Jet Airways,1/04/2019,Kolkata,16:30,Banglore,0,12681
Jet Airways,6/06/2019,Kolkata,14:05,Banglore,0,13059
Jet Airways,9/05/2019,Kolkata,16:30,Banglore,0,8586
GoAir,6/04/2019,Banglore,20:55,Delhi,0,3419
SpiceJet,3/06/2019,Kolkata,17:10,Banglore,0,3873
Air India,6/06/2019,Kolkata,10:00,Banglore,0,10203
Jet Airways,27/05/2019,Delhi,19:30,Cochin,0,13029
Jet Airways,15/05/2019,Kolkata,16:30,Banglore,0,10844
Jet Airways,24/03/2019,Kolkata,18:55,Banglore,0,11134
Vistara,12/06/2019,Kolkata,20:20,Banglore,0,8610
IndiGo,15/04/2019,Kolkata,20:20,Banglore,0,4174
Jet Airways,09/03/2019,Banglore,08:00,New Delhi,0,11087
SpiceJet,18/06/2019,Banglore,21:10,Delhi,0,3971
Jet Airways,9/04/2019,Delhi,07:05,Cochin,0,17531
SpiceJet,6/06/2019,Banglore,05:55,Delhi,0,3573
Air India,1/05/2019,Kolkata,09:25,Banglore,0,8366
Air India,3/03/2019,Kolkata,14:15,Banglore,0,13885
Multiple carriers,9/06/2019,Delhi,17:50,Cochin,0,18485
Air Asia,27/04/2019,Kolkata,19:55,Banglore,0,4409
Vistara,1/05/2019,Kolkata,20:20,Banglore,0,8085
Multiple carriers,6/06/2019,Delhi,17:30,Cochin,0,13377
Air India,21/05/2019,Delhi,13:20,Cochin,0,13538
Multiple carriers,6/03/2019,Delhi,19:00,Cochin,0,15147
Jet Airways,27/05/2019,Banglore,11:10,Delhi,0,4030
Multiple carriers,6/06/2019,Delhi,08:00,Cochin,0,14848
Jet Airways,18/03/2019,Banglore,22:50,New Delhi,0,13555
Air India,18/05/2019,Delhi,07:05,Cochin,0,10975
Jet Airways,21/05/2019,Delhi,09:40,Cochin,0,13029
Jet Airways,12/05/2019,Kolkata,08:25,Banglore,0,9663
Jet Airways,1/06/2019,Mumbai,10:20,Hyderabad,0,4050
Jet Airways,3/06/2019,Delhi,17:30,Cochin,0,14714
Air India,01/03/2019,Banglore,10:30,New Delhi,0,11213
Jet Airways,9/04/2019,Banglore,06:00,Delhi,0,4544
SpiceJet,15/06/2019,Kolkata,09:00,Banglore,0,3873
Multiple carriers,9/04/2019,Delhi,13:00,Cochin,0,12537
Jet Airways,6/05/2019,Kolkata,09:35,Banglore,0,13067
Jet Airways,9/05/2019,Delhi,23:05,Cochin,0,16704
Air India,15/03/2019,Banglore,06:45,New Delhi,0,8714
Jet Airways,3/06/2019,Delhi,14:35,Cochin,0,13376
SpiceJet,27/06/2019,Chennai,08:20,Kolkata,0,3597
Multiple carriers,18/05/2019,Delhi,12:50,Cochin,0,7670
Air India,24/03/2019,Kolkata,09:50,Banglore,0,14410
Air India,15/05/2019,Delhi,09:45,Cochin,0,7480
Jet Airways,9/05/2019,Kolkata,20:00,Banglore,0,13584
Jet Airways,01/03/2019,Banglore,16:55,New Delhi,0,25735
Jet Airways,1/04/2019,Banglore,17:45,Delhi,0,4544
Multiple carriers,21/05/2019,Delhi,09:15,Cochin,0,8099
Jet Airways,15/05/2019,Kolkata,16:30,Banglore,0,10844
Jet Airways,21/03/2019,Delhi,19:15,Cochin,0,12557
Jet Airways,9/05/2019,Delhi,11:00,Cochin,0,9564
Jet Airways,12/03/2019,Banglore,21:25,New Delhi,0,13817
Jet Airways,18/05/2019,Kolkata,09:35,Banglore,0,12384
Multiple carriers,21/05/2019,Delhi,04:55,Cochin,0,7575
Air India,6/05/2019,Kolkata,16:45,Banglore,0,14120
Multiple carriers,9/03/2019,Delhi,07:05,Cochin,0,6916
Multiple carriers,27/05/2019,Delhi,07:10,Cochin,0,7878
Jet Airways,18/03/2019,Banglore,22:50,New Delhi,0,11087
IndiGo,27/04/2019,Kolkata,14:25,Banglore,0,4804
SpiceJet,15/06/2019,Chennai,09:45,Kolkata,0,3597
Air India,15/05/2019,Kolkata,05:50,Banglore,0,12723
IndiGo,15/05/2019,Mumbai,20:05,Hyderabad,0,2227
Air India,24/05/2019,Delhi,07:00,Cochin,0,9929
Jet Airways,9/06/2019,Kolkata,21:10,Banglore,0,11841
Jet Airways,9/05/2019,Delhi,11:30,Cochin,0,12373
Jet Airways,21/05/2019,Delhi,20:55,Cochin,0,12898
Air India,3/03/2019,Delhi,05:55,Cochin,0,15113
Multiple carriers,18/05/2019,Delhi,11:40,Cochin,0,10529
Air India,27/03/2019,Delhi,13:05,Cochin,0,8875
Jet Airways,15/05/2019,Kolkata,08:25,Banglore,0,10844
Air India,01/03/2019,Banglore,06:10,New Delhi,0,15676
Jet Airways,1/04/2019,Kolkata,08:25,Banglore,0,7064
Jet Airways,9/06/2019,Kolkata,08:25,Banglore,0,10844
Jet Airways,6/03/2019,Mumbai,14:00,Hyderabad,0,19595
Jet Airways,1/05/2019,Kolkata,14:05,Banglore,0,13941
IndiGo,21/03/2019,Delhi,08:35,Cochin,0,6790
SpiceJet,27/04/2019,Kolkata,09:00,Banglore,0,3841
Jet Airways,18/03/2019,Banglore,11:40,New Delhi,0,11087
Air India,15/05/2019,Delhi,19:45,Cochin,0,11491
IndiGo,9/04/2019,Banglore,05:30,Delhi,0,3943
Jet Airways,01/03/2019,Banglore,11:40,New Delhi,0,22270
Vistara,9/06/2019,Banglore,17:00,Delhi,0,4878
Jet Airways,9/06/2019,Delhi,22:50,Cochin,0,14714
Multiple carriers,24/06/2019,Delhi,06:40,Cochin,0,10877
Air India,15/06/2019,Delhi,19:45,Cochin,0,9653
Jet Airways,24/05/2019,Kolkata,20:00,Banglore,0,14571
Jet Airways,1/04/2019,Kolkata,18:55,Banglore,0,7064
IndiGo,6/03/2019,Kolkata,15:20,Banglore,0,5618
Multiple carriers,15/05/2019,Delhi,14:00,Cochin,0,13727
Vistara,1/04/2019,Delhi,14:40,Cochin,0,4851
Air India,24/03/2019,Kolkata,09:10,Banglore,0,15187
GoAir,15/05/2019,Banglore,07:45,Delhi,0,3419
IndiGo,1/04/2019,Banglore,06:05,Delhi,0,3943
Jet Airways,18/05/2019,Delhi,09:40,Cochin,0,15129
IndiGo,21/06/2019,Banglore,00:25,Delhi,0,3419
Air India,21/05/2019,Delhi,20:00,Cochin,0,10861
IndiGo,21/04/2019,Delhi,05:10,Cochin,0,7074
Air India,6/05/2019,Kolkata,09:25,Banglore,0,11542
IndiGo,21/04/2019,Delhi,06:50,Cochin,0,6968
Jet Airways,12/06/2019,Banglore,17:45,Delhi,0,5769
Vistara,12/06/2019,Kolkata,20:20,Banglore,0,7927
Jet Airways,12/06/2019,Kolkata,18:55,Banglore,0,13044
Jet Airways,21/05/2019,Delhi,23:05,Cochin,0,15129
SpiceJet,1/05/2019,Kolkata,09:00,Banglore,0,3841
IndiGo,24/06/2019,Kolkata,20:20,Banglore,0,4804
SpiceJet,12/04/2019,Banglore,05:55,Delhi,0,4319
Jet Airways,27/05/2019,Delhi,21:50,Cochin,0,16079
Jet Airways,18/03/2019,Banglore,22:50,New Delhi,0,54826
IndiGo,9/03/2019,Delhi,17:30,Cochin,0,12351
Jet Airways,6/05/2019,Kolkata,17:00,Banglore,0,13067
Jet Airways,12/03/2019,Banglore,18:55,New Delhi,0,13817
SpiceJet,21/05/2019,Banglore,21:10,Delhi,0,3625
Air India,12/03/2019,Mumbai,09:40,Hyderabad,0,18293
Vistara,1/04/2019,Banglore,19:30,Delhi,0,5613
Air India,6/03/2019,Delhi,06:10,Cochin,0,11038
IndiGo,3/04/2019,Banglore,06:05,Delhi,0,4077
Multiple carriers,27/03/2019,Delhi,08:00,Cochin,0,6883
Air India,03/03/2019,Banglore,17:00,New Delhi,0,19508
Air India,15/03/2019,Banglore,08:50,New Delhi,0,8714
IndiGo,1/05/2019,Kolkata,04:40,Banglore,0,4804
Multiple carriers,3/03/2019,Delhi,08:00,Cochin,0,15078
SpiceJet,21/04/2019,Kolkata,17:10,Banglore,0,4807
Multiple carriers,6/03/2019,Delhi,11:35,Cochin,0,21829
Vistara,24/03/2019,Banglore,11:30,New Delhi,0,5403
Jet Airways,01/03/2019,Banglore,07:00,New Delhi,0,26890
GoAir,18/05/2019,Kolkata,23:30,Banglore,0,7335
Jet Airways,27/03/2019,Delhi,17:35,Cochin,0,9412
Jet Airways,21/05/2019,Kolkata,08:25,Banglore,0,10844
IndiGo,6/06/2019,Banglore,18:55,Delhi,0,4990
Jet Airways,27/05/2019,Delhi,23:05,Cochin,0,16704
Air India,9/04/2019,Delhi,05:55,Cochin,0,7711
Jet Airways,3/06/2019,Delhi,17:30,Cochin,0,10262
Multiple carriers,24/06/2019,Delhi,12:50,Cochin,0,6007
Air India,1/04/2019,Kolkata,09:25,Banglore,0,12219
GoAir,1/05/2019,Banglore,20:55,Delhi,0,3898
Jet Airways,6/05/2019,Kolkata,17:00,Banglore,0,11467
Air India,18/05/2019,Kolkata,08:20,Banglore,0,12534
Jet Airways,6/06/2019,Kolkata,08:25,Banglore,0,10844
SpiceJet,24/03/2019,Banglore,05:45,New Delhi,0,4377
Vistara,9/06/2019,Chennai,17:45,Kolkata,0,11982
SpiceJet,9/06/2019,Banglore,09:30,Delhi,0,4423
Jet Airways,3/03/2019,Delhi,19:15,Cochin,0,17234
Vistara,1/04/2019,Kolkata,07:10,Banglore,0,8295
Jet Airways,6/03/2019,Delhi,05:30,Cochin,0,15864
GoAir,27/05/2019,Banglore,11:40,Delhi,0,3398
Multiple carriers,9/06/2019,Delhi,13:00,Cochin,0,7198
Jet Airways,6/04/2019,Banglore,06:00,Delhi,0,7229
Jet Airways,12/06/2019,Delhi,05:30,Cochin,0,13014
Air India,9/05/2019,Kolkata,14:35,Banglore,0,6528
Jet Airways,12/06/2019,Delhi,09:35,Cochin,0,13292
Jet Airways,21/05/2019,Delhi,19:10,Cochin,0,15129
Air India,15/06/2019,Delhi,20:00,Cochin,0,11071
SpiceJet,21/04/2019,Kolkata,06:55,Banglore,0,4174
Multiple carriers,27/03/2019,Delhi,04:00,Cochin,0,11299
Jet Airways,18/05/2019,Delhi,19:45,Cochin,0,12373
Air India,01/03/2019,Banglore,05:50,New Delhi,0,13439
IndiGo,1/05/2019,Kolkata,20:20,Banglore,0,4804
Air India,12/05/2019,Kolkata,09:25,Banglore,0,11642
IndiGo,18/06/2019,Banglore,00:25,Delhi,0,3419
IndiGo,21/05/2019,Kolkata,06:35,Banglore,0,6103
Air India,9/05/2019,Kolkata,07:00,Banglore,0,13033
Jet Airways,18/03/2019,Banglore,08:55,New Delhi,0,11245
Jet Airways,1/04/2019,Kolkata,06:30,Banglore,0,10056
Jet Airways,6/06/2019,Kolkata,20:25,Banglore,0,10539
IndiGo,18/03/2019,Chennai,22:05,Kolkata,0,5277
Air India,21/05/2019,Kolkata,10:00,Banglore,0,11936
Jet Airways,9/06/2019,Delhi,05:30,Cochin,0,13014
Vistara,6/06/2019,Kolkata,17:00,Banglore,0,8820
Jet Airways,9/05/2019,Delhi,15:00,Cochin,0,12373
Jet Airways,1/06/2019,Delhi,09:00,Cochin,0,10262
Jet Airways,3/06/2019,Mumbai,07:05,Hyderabad,0,4995
Jet Airways,27/03/2019,Delhi,21:50,Cochin,0,7438
IndiGo,21/03/2019,Kolkata,05:30,Banglore,0,4148
IndiGo,27/05/2019,Chennai,14:45,Kolkata,0,3597
Air Asia,1/05/2019,Kolkata,07:35,Banglore,0,5192
Jet Airways,06/03/2019,Banglore,08:00,New Delhi,0,16736
Multiple carriers,1/06/2019,Delhi,13:00,Cochin,0,7933
Air India,18/05/2019,Delhi,08:00,Cochin,0,8879
IndiGo,12/05/2019,Delhi,14:25,Cochin,0,5000
Vistara,6/05/2019,Kolkata,17:00,Banglore,0,8137
Air India,9/03/2019,Delhi,16:55,Cochin,0,22096
SpiceJet,24/03/2019,Banglore,05:45,New Delhi,0,4273
Jet Airways,01/03/2019,Banglore,18:40,New Delhi,0,35185
IndiGo,15/04/2019,Kolkata,19:35,Banglore,0,4226
Jet Airways,1/05/2019,Kolkata,08:25,Banglore,0,10844
IndiGo,12/06/2019,Mumbai,12:00,Hyderabad,0,2754
IndiGo,6/06/2019,Kolkata,10:30,Banglore,0,6301
Air India,18/05/2019,Kolkata,09:25,Banglore,0,13222
Jet Airways,21/05/2019,Delhi,17:30,Cochin,0,12898
Air India,12/03/2019,Banglore,06:45,New Delhi,0,12127
Jet Airways,21/05/2019,Kolkata,20:25,Banglore,0,13067
Air India,1/04/2019,Kolkata,16:45,Banglore,0,9920
GoAir,1/04/2019,Banglore,07:45,Delhi,0,4239
Jet Airways,6/06/2019,Delhi,21:50,Cochin,0,14714
IndiGo,6/05/2019,Kolkata,18:05,Banglore,0,6218
IndiGo,1/03/2019,Chennai,05:15,Kolkata,0,7295
Multiple carriers,9/06/2019,Delhi,03:50,Cochin,0,7408
Jet Airways,9/06/2019,Kolkata,09:35,Banglore,0,13994
IndiGo,15/05/2019,Kolkata,14:25,Banglore,0,5224
SpiceJet,9/03/2019,Mumbai,05:45,Hyderabad,0,4391
Air India,18/05/2019,Kolkata,10:00,Banglore,0,14109
SpiceJet,27/04/2019,Banglore,09:30,Delhi,0,4885
Jet Airways,1/06/2019,Banglore,08:20,Delhi,0,8016
Multiple carriers,24/06/2019,Delhi,06:00,Cochin,0,12524
Jet Airways,27/03/2019,Delhi,02:15,Cochin,0,6017
Air India,9/05/2019,Delhi,22:00,Cochin,0,10441
SpiceJet,1/04/2019,Banglore,21:10,Delhi,0,3625
Air India,9/03/2019,Delhi,05:15,Cochin,0,15586
Air India,27/03/2019,Delhi,08:00,Cochin,0,7199
Jet Airways,21/03/2019,Delhi,06:20,Cochin,0,12273
Multiple carriers,6/06/2019,Delhi,19:00,Cochin,0,7530
Jet Airways,21/05/2019,Mumbai,19:35,Hyderabad,0,5678
Air India,24/06/2019,Delhi,10:55,Cochin,0,11753
SpiceJet,21/05/2019,Mumbai,22:45,Hyderabad,0,1965
IndiGo,21/03/2019,Delhi,06:40,Cochin,0,10208
IndiGo,21/05/2019,Delhi,20:25,Cochin,0,5054
IndiGo,3/03/2019,Delhi,08:25,Cochin,0,14871
Jet Airways,18/05/2019,Delhi,07:05,Cochin,0,12373
SpiceJet,15/06/2019,Mumbai,22:45,Hyderabad,0,2017
Jet Airways,24/03/2019,Kolkata,13:55,Banglore,0,10661
Multiple carriers,9/05/2019,Delhi,10:20,Cochin,0,9794
Jet Airways,9/05/2019,Kolkata,20:25,Banglore,0,13067
SpiceJet,3/03/2019,Chennai,17:45,Kolkata,0,7298
IndiGo,03/03/2019,Banglore,10:05,New Delhi,0,7648
Air India,12/05/2019,Kolkata,12:00,Banglore,0,10676
Air India,3/06/2019,Banglore,10:00,Delhi,0,6961
IndiGo,15/05/2019,Delhi,11:25,Cochin,0,6979
Multiple carriers,27/05/2019,Delhi,09:00,Cochin,0,13587
Jet Airways,24/05/2019,Kolkata,14:05,Banglore,0,10844
IndiGo,12/05/2019,Banglore,10:10,Delhi,0,3943
IndiGo,12/06/2019,Delhi,09:15,Cochin,0,6838
Jet Airways,15/04/2019,Delhi,13:00,Cochin,0,6542
Jet Airways,21/05/2019,Delhi,07:05,Cochin,0,12239
Jet Airways,12/05/2019,Kolkata,16:30,Banglore,0,14388
IndiGo,12/03/2019,Kolkata,05:30,Banglore,0,4148
Multiple carriers,18/05/2019,Delhi,15:05,Cochin,0,16840
Multiple carriers,3/06/2019,Delhi,09:45,Cochin,0,9646
Jet Airways,9/06/2019,Kolkata,21:10,Banglore,0,14571
IndiGo,15/05/2019,Delhi,16:00,Cochin,0,7923
Jet Airways,12/05/2019,Kolkata,20:00,Banglore,0,8586
Multiple carriers,3/06/2019,Delhi,13:15,Cochin,0,9646
Jet Airways,18/05/2019,Kolkata,14:05,Banglore,0,14388
Jet Airways,12/06/2019,Kolkata,16:30,Banglore,0,13044
Multiple carriers,21/05/2019,Delhi,10:00,Cochin,0,10197
Jet Airways,1/06/2019,Delhi,19:45,Cochin,0,14714
Air India,1/06/2019,Delhi,10:00,Cochin,0,9929
Jet Airways,21/03/2019,Delhi,22:50,Cochin,0,6017
SpiceJet,27/06/2019,Chennai,09:45,Kolkata,0,3597
Air India,21/03/2019,Delhi,13:30,Cochin,0,5704
Jet Airways,3/06/2019,Delhi,19:45,Cochin,0,14714
Air India,12/05/2019,Banglore,10:00,Delhi,0,5228
Jet Airways,1/04/2019,Kolkata,09:35,Banglore,0,11467
Vistara,6/06/2019,Banglore,09:45,Delhi,0,4668
IndiGo,18/04/2019,Banglore,21:15,Delhi,0,4591
IndiGo,12/05/2019,Banglore,21:15,Delhi,0,3943
Air India,21/04/2019,Banglore,10:00,Delhi,0,5228
Jet Airways,27/03/2019,Delhi,02:15,Cochin,0,12242
Air India,9/06/2019,Delhi,07:05,Cochin,0,11185
IndiGo,9/04/2019,Delhi,09:15,Cochin,0,6573
Jet Airways,15/05/2019,Kolkata,16:30,Banglore,0,14781
Air India,12/06/2019,Kolkata,16:45,Banglore,0,14960
IndiGo,15/05/2019,Chennai,11:35,Kolkata,0,4332
Air Asia,03/03/2019,Banglore,05:50,New Delhi,0,7652
Jet Airways,24/05/2019,Kolkata,09:35,Banglore,0,14151
SpiceJet,12/06/2019,Banglore,09:30,Delhi,0,4319
Jet Airways,21/03/2019,Delhi,19:10,Cochin,0,10929
Air India,24/03/2019,Kolkata,07:00,Banglore,0,11491
IndiGo,18/04/2019,Delhi,14:20,Cochin,0,6015
Jet Airways,12/06/2019,Kolkata,09:35,Banglore,0,12692
Air Asia,9/03/2019,Kolkata,22:50,Banglore,0,4384
IndiGo,3/06/2019,Banglore,06:05,Delhi,0,3943
Jet Airways,18/05/2019,Delhi,09:00,Cochin,0,12373
Jet Airways,06/03/2019,Banglore,08:00,New Delhi,0,19225
Jet Airways,9/03/2019,Delhi,19:45,Cochin,0,14053
Air India,12/04/2019,Banglore,13:20,Delhi,0,5911
Multiple carriers,9/06/2019,Delhi,06:40,Cochin,0,10877
Jet Airways,6/06/2019,Kolkata,18:55,Banglore,0,7757
IndiGo,21/03/2019,Delhi,07:35,Cochin,0,6558
IndiGo,21/04/2019,Kolkata,09:35,Banglore,0,4804
Jet Airways,18/03/2019,Mumbai,15:50,Hyderabad,0,5678
Jet Airways,9/05/2019,Delhi,10:00,Cochin,0,12373
Jet Airways,6/05/2019,Banglore,06:00,Delhi,0,5198
IndiGo,1/06/2019,Kolkata,14:25,Banglore,0,6064
Jet Airways,9/03/2019,Delhi,21:50,Cochin,0,15029
Jet Airways,9/04/2019,Delhi,05:30,Cochin,0,10909
Multiple carriers,9/03/2019,Delhi,08:40,Cochin,0,18492
Jet Airways,24/06/2019,Delhi,02:15,Cochin,0,10262
Jet Airways,18/05/2019,Kolkata,11:50,Banglore,0,8781
IndiGo,27/05/2019,Delhi,08:35,Cochin,0,6442
Jet Airways,12/03/2019,Mumbai,09:50,Hyderabad,0,20120
Vistara,27/05/2019,Banglore,19:30,Delhi,0,4878
Jet Airways,06/03/2019,Banglore,05:45,New Delhi,0,16736
SpiceJet,24/05/2019,Kolkata,11:15,Banglore,0,9630
Vistara,9/05/2019,Kolkata,07:10,Banglore,0,8610
Vistara,27/06/2019,Chennai,07:05,Kolkata,0,3687
Vistara,15/05/2019,Kolkata,20:20,Banglore,0,8452
IndiGo,18/05/2019,Banglore,10:30,Delhi,0,3943
IndiGo,15/03/2019,Mumbai,06:20,Hyderabad,0,3342
Jet Airways,12/05/2019,Kolkata,20:25,Banglore,0,13067
Vistara,6/05/2019,Banglore,19:30,Delhi,0,4878
Jet Airways,9/05/2019,Kolkata,21:10,Banglore,0,14388
Jet Airways,27/05/2019,Delhi,13:25,Cochin,0,16704
Air India,21/05/2019,Mumbai,19:30,Hyderabad,0,3100
Air India,12/03/2019,Banglore,17:25,New Delhi,0,13387
IndiGo,9/06/2019,Mumbai,09:10,Hyderabad,0,4049
Jet Airways,18/05/2019,Delhi,05:30,Cochin,0,13029
SpiceJet,9/04/2019,Banglore,21:10,Delhi,0,3919
IndiGo,3/05/2019,Chennai,05:15,Kolkata,0,3850
Air India,24/06/2019,Delhi,13:15,Cochin,0,8839
Jet Airways,1/04/2019,Kolkata,16:30,Banglore,0,7064
Jet Airways,12/05/2019,Kolkata,20:00,Banglore,0,13941
Air India,24/05/2019,Kolkata,10:00,Banglore,0,13007
Jet Airways,18/05/2019,Kolkata,14:05,Banglore,0,14781
Jet Airways,18/03/2019,Mumbai,19:35,Hyderabad,0,2071
Jet Airways,21/06/2019,Delhi,11:00,Cochin,0,4256
Vistara,09/03/2019,Banglore,16:00,New Delhi,0,7923
Air Asia,15/03/2019,Kolkata,22:50,Banglore,0,3782
Jet Airways,15/05/2019,Kolkata,20:25,Banglore,0,12384
Multiple carriers,21/03/2019,Delhi,10:00,Cochin,0,8565
IndiGo,21/03/2019,Delhi,16:00,Cochin,0,6232
IndiGo,09/03/2019,Banglore,05:30,New Delhi,0,4777
Air India,1/06/2019,Kolkata,20:45,Banglore,0,4145
Air Asia,15/05/2019,Kolkata,22:40,Banglore,0,5192
Air India,1/04/2019,Delhi,05:10,Cochin,0,4729
IndiGo,3/06/2019,Delhi,06:40,Cochin,0,6093
Air India,1/05/2019,Kolkata,09:25,Banglore,0,8891
Jet Airways,27/03/2019,Delhi,16:00,Cochin,0,12242
Jet Airways,1/05/2019,Kolkata,17:00,Banglore,0,11467
Jet Airways,21/05/2019,Kolkata,21:10,Banglore,0,14781
Multiple carriers,18/05/2019,Delhi,07:00,Cochin,0,10197
Jet Airways,06/03/2019,Banglore,21:25,New Delhi,0,17261
Air India,1/05/2019,Delhi,20:40,Cochin,0,7480
IndiGo,21/05/2019,Kolkata,15:30,Banglore,0,4804
SpiceJet,21/04/2019,Kolkata,09:00,Banglore,0,4439
Jet Airways,6/06/2019,Delhi,05:30,Cochin,0,10368
SpiceJet,21/03/2019,Delhi,06:10,Cochin,0,6065
Jet Airways,24/05/2019,Kolkata,18:55,Banglore,0,8586
IndiGo,18/03/2019,Delhi,14:30,Cochin,0,5406
Jet Airways,6/06/2019,Delhi,18:25,Cochin,0,12142
Jet Airways,6/06/2019,Delhi,02:15,Cochin,0,14714
Jet Airways,15/06/2019,Delhi,02:15,Cochin,0,10262
Air India,06/03/2019,Banglore,11:50,New Delhi,0,15434
Air India,18/05/2019,Kolkata,12:00,Banglore,0,10676
IndiGo,21/04/2019,Kolkata,20:20,Banglore,0,4804
Jet Airways,9/06/2019,Delhi,19:30,Cochin,0,13014
IndiGo,3/05/2019,Banglore,10:10,Delhi,0,3943
Air India,6/03/2019,Mumbai,05:30,Hyderabad,0,9678
Jet Airways,15/05/2019,Kolkata,08:25,Banglore,0,14781
Multiple carriers,15/05/2019,Delhi,09:00,Cochin,0,10197
Air India,9/05/2019,Delhi,05:55,Cochin,0,10861
Jet Airways,1/05/2019,Kolkata,21:10,Banglore,0,10844
Air India,21/05/2019,Delhi,17:20,Cochin,0,7480
IndiGo,24/06/2019,Delhi,17:10,Cochin,0,5684
Jet Airways,6/06/2019,Delhi,16:00,Cochin,0,14714
Jet Airways,1/04/2019,Kolkata,09:35,Banglore,0,9314
Air India,15/03/2019,Kolkata,20:45,Banglore,0,4435
Multiple carriers,27/06/2019,Delhi,07:30,Cochin,0,11789
SpiceJet,3/04/2019,Banglore,21:10,Delhi,0,3919
Jet Airways,6/04/2019,Banglore,15:15,Delhi,0,5198
SpiceJet,24/03/2019,Banglore,05:45,New Delhi,0,4273
